9.999256516921794e-07, 0
0.2603479999256042, 1
0.4607769999202416, 0
0.46078799992024133, 1
0.46094799992023705, 0
0.46095999992023673, 1
0.46111999992023245, 0
0.46113099992023215, 1
0.4612909999202279, 0
0.4613019999202276, 1
0.4614619999202233, 0
0.461473999920223, 1
0.4616329999202187, 0
0.4616449999202184, 1
0.4618049999202141, 0
0.4618159999202138, 1
0.46197599992020955, 0
0.46198699992020925, 1
0.46214699992020497, 0
0.46215899992020465, 1
0.46231899992020037, 0
0.4623299999202001, 1
0.4624899999201958, 0
0.4625009999201955, 1
0.4626609999201912, 0
0.4626719999201909, 1
0.46283199992018664, 0
0.4628439999201863, 1
0.46300399992018204, 0
0.46301499992018175, 1
0.46317499992017747, 0
0.46318599992017717, 1
0.4633459999201729, 0
0.46335799992017257, 1
0.4635169999201683, 0
0.463528999920168, 1
0.4636889999201637, 0
0.4636999999201634, 1
0.46385999992015914, 0
0.46387099992015884, 1
0.46403099992015456, 0
0.46404299992015424, 1
0.46420299992014996, 0
0.46421399992014967, 1
0.4643739999201454, 0
0.4643849999201451, 1
0.4645449999201408, 0
0.4645559999201405, 1
0.46471599992013624, 0
0.4647279999201359, 1
0.46488799992013163, 0
0.46489899992013134, 1
0.46505899992012706, 0
0.46506999992012676, 1
0.4652299999201225, 0
0.4652409999201222, 1
0.4654009999201179, 0
0.4654129999201176, 1
0.4655729999201133, 0
0.465583999920113, 1
0.46574399992010873, 0
0.46575499992010844, 1
0.46591499992010416, 0
0.46592599992010386, 1
0.46608699992009955, 0
0.46609799992009926, 1
0.466257999920095, 0
0.4662689999200947, 1
0.4664289999200904, 0
0.4664399999200901, 1
0.46659999992008583, 0
0.4666119999200855, 1
0.4667719999200812, 0
0.46678299992008093, 1
0.46694299992007665, 0
0.46695399992007636, 1
0.4671139999200721, 0
0.4671249999200718, 1
0.4672849999200675, 0
0.4672969999200672, 1
0.4674569999200629, 0
0.4674679999200626, 1
0.4676279999200583, 0
